date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:14	1158098/1158098	---M--	200	added ('OK')	application/pdf	etag:%2211abd2-49117dde6ac00%22	http://www.actabio.pwr.wroc.pl/Vol12No2/4.pdf	C:/Users/Dominik/Desktop/Nwww/Nwww/www.actabio.pwr.wroc.pl/Vol12No2/4.pdf	(from http://stanton.ice.put.poznan.pl/nowak/publications/)
10:23:32	3722705/3722705	---M--	200	added ('OK')	application/pdf	etag:%2250cc54fffb524c6e4fe87b15f44efd83%22	http://stanton.ice.put.poznan.pl/nowak/files/2014/03/umowa-ilot.pdf	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2014/03/umowa-ilot.pdf	(from http://stanton.ice.put.poznan.pl/nowak/projekt-ncn/)
10:24:00	177719/177719	---M--	200	added ('OK')	image/png	etag:%22b6b9e23a11d767b41cee7a30e86b6379%22	http://stanton.ice.put.poznan.pl/nowak/files/2013/09/bone.png	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2013/09/bone.png	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:35:10	7052897/7052897	---M--	200	added ('OK')	application/pdf	etag:%22f1c05c6a61d37561dd8a7640eef2a1ec%22	http://stanton.ice.put.poznan.pl/nowak/files/2013/09/bone.pdf	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2013/09/bone.pdf	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:35:23	78631/78631	---M--	200	added ('OK')	image/png	etag:%22284923b30c467cd73503ae1034883e6d%22	http://stanton.ice.put.poznan.pl/nowak/files/2013/08/zuraw-21.png	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2013/08/zuraw-21.png	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:35:57	209620/209620	---M--	200	added ('OK')	image/png	etag:%22ac212aab35f1fd3f3901d52c838bca4f%22	http://stanton.ice.put.poznan.pl/nowak/files/2011/11/bone_40_6.png	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2011/11/bone_40_6.png	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:35:58	7933/7933	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jan%202017%2009:36:00%20GMT	http://stanton.ice.put.poznan.pl/nowak/gallery/void(0)	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/gallery/void(0).2b.delayed	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:40:04	5970515/5970515	---M--	200	added ('OK')	application/pdf	etag:%2248ed0f9b127e05cb3b84d12bc8f34267%22	http://stanton.ice.put.poznan.pl/nowak/files/2013/08/zuraw-21.pdf	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2013/08/zuraw-21.pdf	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:40:04	730/730	---M--	200	added ('OK')	image/gif	etag:%2256576bcacd698854c8210dc0a9a31b58%22	http://stanton.ice.put.poznan.pl/nowak/files/2008/03/free-stick.thumbnail.gif	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2008/03/free-stick.thumbnail.gif	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:44:51	11219009/11219009	---M--	200	added ('OK')	application/pdf	etag:%2206511b4fb6b776c04d3b3e89a4224405%22	http://stanton.ice.put.poznan.pl/nowak/files/2013/10/wing1.pdf	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2013/10/wing1.pdf	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:49:05	4873695/4873695	---M--	200	added ('OK')	image/gif	etag:%2245e3b0536199385bd8ddb9bb7486a0ee%22	http://stanton.ice.put.poznan.pl/nowak/files/2009/02/multi-xy.gif	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2009/02/multi-xy.gif	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
10:49:06	3793/3793	---M--	200	added ('OK')	image/gif	etag:%2245e3b0536199385bd8ddb9bb7486a0ee%22	http://stanton.ice.put.poznan.pl/nowak/files/2008/11/bone-yy.thumbnail.gif	C:/Users/Dominik/Desktop/Nwww/Nwww/stanton.ice.put.poznan.pl/nowak/files/2008/11/bone-yy.thumbnail.gif	(from http://stanton.ice.put.poznan.pl/nowak/gallery/)
